Duration (ms),Start date,Start station,End date,End station,Bike number,Subscription type
1291353,6/30/2015 16:42,Glebe Rd & 11th St N,6/30/2015 17:03,Lynn & 19th St North,W21617,Member
1049098,6/30/2015 16:42,Jefferson Dr & 14th St SW,6/30/2015 17:00,15th & P St NW,W20523,Casual
737877,6/30/2015 16:42,19th St & Pennsylvania Ave NW,6/30/2015 16:54,11th & M St NW,W00420,Member
708570,6/30/2015 16:42,17th & Rhode Island Ave NW,6/30/2015 16:54,7th & T St NW,W22164,Member
593693,6/30/2015 16:42,Metro Center / 12th & G St NW,6/30/2015 16:52,New York Ave & 15th St NW,W21109,Member
577991,6/30/2015 16:42,17th St & Massachusetts Ave NW,6/30/2015 16:51,24th & N St NW,W01359,Casual
437557,6/30/2015 16:42,21st & M St NW,6/30/2015 16:49,New Hampshire Ave & T St NW,W00991,Member
397689,6/30/2015 16:42,Montgomery & East Ln,6/30/2015 16:49,Norfolk Ave & Fairmont St,W21241,Member
383667,6/30/2015 16:42,3rd & G St SE,6/30/2015 16:49,4th & M St SW,W21524,Member
382282,6/30/2015 16:42,37th & O St NW / Georgetown University,6/30/2015 16:49,25th St & Pennsylvania Ave NW,W21910,Casual
167762,6/30/2015 16:42,1st & H St NW,6/30/2015 16:45,5th St & Massachusetts Ave NW,W21757,Member
1441297,6/30/2015 16:41,Metro Center / 12th & G St NW,6/30/2015 17:05,Park Rd & Holmead Pl NW,W22135,Member
669721,6/30/2015 16:41,19th & G St NW,6/30/2015 16:53,15th & P St NW,W00234,Member
648014,6/30/2015 16:41,10th & Monroe St NE,6/30/2015 16:51,1st & Washington Hospital Center NW,W21724,Member
587376,6/30/2015 16:41,Georgia Ave and Fairmont St NW,6/30/2015 16:51,18th & R St NW,W00163,Member
537038,6/30/2015 16:41,Washington & Independence Ave SW/HHS,6/30/2015 16:50,Columbus Circle / Union Station,W20918,Member
522219,6/30/2015 16:41,Washington & Independence Ave SW/HHS,6/30/2015 16:50,Columbus Circle / Union Station,W01158,Member
501435,6/30/2015 16:41,Jefferson Dr & 14th St SW,6/30/2015 16:49,Jefferson Memorial,W20402,Casual
473236,6/30/2015 16:41,Jefferson Dr & 14th St SW,6/30/2015 16:49,Jefferson Memorial,W21653,Casual
467991,6/30/2015 16:41,Maryland & Independence Ave SW,6/30/2015 16:49,Jefferson Dr & 14th St SW,W00394,Member
432271,6/30/2015 16:41,Lincoln Memorial,6/30/2015 16:48,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W20392,Casual
416077,6/30/2015 16:41,4th & E St SW,6/30/2015 16:48,1st & K St SE,W21389,Member
358919,6/30/2015 16:41,Glebe Rd & 11th St N,6/30/2015 16:46,Virginia Square Metro / N Monroe St & 9th St N,W00148,Member
305098,6/30/2015 16:41,L'Enfant Plaza / 7th & C St SW,6/30/2015 16:46,6th St & Indiana Ave NW,W21360,Member
282925,6/30/2015 16:41,Bethesda Ave & Arlington Rd,6/30/2015 16:46,47th & Elm St,W21905,Member
236775,6/30/2015 16:41,1st & M St NE,6/30/2015 16:45,North Capitol St & G Pl NE,W22121,Member
197748,6/30/2015 16:41,17th & G St NW,6/30/2015 16:45,14th St & New York Ave NW,W20421,Member
183364,6/30/2015 16:41,Walter Reed Community Center / Walter Reed Dr & 16th St S,6/30/2015 16:44,Columbia Pike & S Walter Reed Dr,W01126,Member
1638223,6/30/2015 16:40,Georgetown Harbor / 30th St NW,6/30/2015 17:07,15th & P St NW,W20554,Member
1069705,6/30/2015 16:40,3rd St & Pennsylvania Ave SE,6/30/2015 16:58,Rhode Island Ave & V St NE,W22226,Member
1037509,6/30/2015 16:40,17th & Rhode Island Ave NW,6/30/2015 16:57,1st & Rhode Island Ave NW,W00916,Member
840768,6/30/2015 16:40,Washington & Independence Ave SW/HHS,6/30/2015 16:54,USDA / 12th & Independence Ave SW,W01135,Casual
617068,6/30/2015 16:40,L'Enfant Plaza / 7th & C St SW,6/30/2015 16:50,Columbus Circle / Union Station,W01246,Member
498904,6/30/2015 16:40,Lincoln Memorial,6/30/2015 16:48,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00383,Casual
395558,6/30/2015 16:40,King Farm Blvd & Piccard Dr,6/30/2015 16:47,Shady Grove Metro West,W00878,Member
368483,6/30/2015 16:40,Montgomery Ave & Waverly St ,6/30/2015 16:46,Cordell & Norfolk Ave,W20274,Member
1278733,6/30/2015 16:39,37th & O St NW / Georgetown University,6/30/2015 17:01,1st & Rhode Island Ave NW,W00159,Member
1215520,6/30/2015 16:39,19th St & Constitution Ave NW,6/30/2015 16:59,14th & D St NW / Ronald Reagan Building,W20476,Casual
1200375,6/30/2015 16:39,19th St & Constitution Ave NW,6/30/2015 16:59,14th & D St NW / Ronald Reagan Building,W21258,Casual
1191683,6/30/2015 16:39,14th & D St NW / Ronald Reagan Building,6/30/2015 16:59,14th & Belmont St NW,W21850,Member
1186134,6/30/2015 16:39,19th St & Constitution Ave NW,6/30/2015 16:59,14th & D St NW / Ronald Reagan Building,W00855,Casual
1123335,6/30/2015 16:39,15th & K St NW,6/30/2015 16:58,34th St & Wisconsin Ave NW,W21683,Member
924507,6/30/2015 16:39,21st & I St NW,6/30/2015 16:54,17th & Corcoran St NW,W20797,Member
921967,6/30/2015 16:39,13th & D St NE,6/30/2015 16:54,Washington & Independence Ave SW/HHS,W20701,Member
564588,6/30/2015 16:39,Columbus Circle / Union Station,6/30/2015 16:49,15th & F St NE,W21466,Member
476054,6/30/2015 16:39,North Capitol St & F St NW,6/30/2015 16:46,Maryland & Independence Ave SW,W00435,Member
473946,6/30/2015 16:39,14th & Harvard St NW,6/30/2015 16:47,Massachusetts Ave & Dupont Circle NW,W20631,Member
427370,6/30/2015 16:39,11th & H St NE,6/30/2015 16:47,Columbus Circle / Union Station,W22154,Member
334412,6/30/2015 16:39,North Capitol St & F St NW,6/30/2015 16:45,6th & H St NE,W20333,Member
319715,6/30/2015 16:39,23rd & Crystal Dr,6/30/2015 16:44,12th & Army Navy Dr,W20507,Member
312403,6/30/2015 16:39,17th & Corcoran St NW,6/30/2015 16:44,Thomas Circle,W20316,Member
280636,6/30/2015 16:39,Convention Center / 7th & M St NW,6/30/2015 16:44,13th St & New York Ave NW,W00963,Member
182244,6/30/2015 16:39,S Troy St & 26th St S,6/30/2015 16:42,28th St S & S Meade St,W22233,Member
1273103,6/30/2015 16:38,19th St & Constitution Ave NW,6/30/2015 16:59,14th & D St NW / Ronald Reagan Building,W00150,Casual
1203524,6/30/2015 16:38,19th St & Constitution Ave NW,6/30/2015 16:59,14th & D St NW / Ronald Reagan Building,W01175,Casual
1134112,6/30/2015 16:38,20th & Bell St,6/30/2015 16:57,Jefferson Dr & 14th St SW,W01378,Member
988243,6/30/2015 16:38,23rd & E St NW ,6/30/2015 16:55,13th St & New York Ave NW,W21823,Member
838059,6/30/2015 16:38,3rd & Tingey St SE,6/30/2015 16:52,3rd & H St NE,W20541,Member
682590,6/30/2015 16:38,Adams Mill & Columbia Rd NW,6/30/2015 16:49,15th & P St NW,W00466,Member
509597,6/30/2015 16:38,New York Ave & 15th St NW,6/30/2015 16:47,L'Enfant Plaza / 7th & C St SW,W21172,Member
499695,6/30/2015 16:38,14th & R St NW,6/30/2015 16:47,20th & O St NW / Dupont South,W21961,Member
490680,6/30/2015 16:38,Washington & Independence Ave SW/HHS,6/30/2015 16:46,Columbus Circle / Union Station,W00098,Member
442814,6/30/2015 16:38,Connecticut Ave & Newark St NW / Cleveland Park,6/30/2015 16:46,Van Ness Metro / UDC,W20948,Member
4411166,6/30/2015 16:37,8th & D St NW,6/30/2015 17:51,Smithsonian / Jefferson Dr & 12th St SW,W21962,Casual
3226663,6/30/2015 16:37,Jefferson Dr & 14th St SW,6/30/2015 17:31,Jefferson Dr & 14th St SW,W20639,Casual
3226644,6/30/2015 16:37,Jefferson Dr & 14th St SW,6/30/2015 17:31,Jefferson Dr & 14th St SW,W21368,Casual
1304397,6/30/2015 16:37,19th St & Constitution Ave NW,6/30/2015 16:59,14th & D St NW / Ronald Reagan Building,W21848,Casual
966870,6/30/2015 16:37,Maryland & Independence Ave SW,6/30/2015 16:53,11th & K St NW,W20765,Casual
902104,6/30/2015 16:37,10th St & Constitution Ave NW,6/30/2015 16:52,14th & D St NW / Ronald Reagan Building,W21779,Casual
870498,6/30/2015 16:37,10th St & Constitution Ave NW,6/30/2015 16:52,14th & D St NW / Ronald Reagan Building,W01043,Casual
859005,6/30/2015 16:37,13th St & New York Ave NW,6/30/2015 16:51,Columbus Circle / Union Station,W00476,Member
857048,6/30/2015 16:37,14th & D St NW / Ronald Reagan Building,6/30/2015 16:52,Columbus Circle / Union Station,W20556,Member
741925,6/30/2015 16:37,19th & E Street NW,6/30/2015 16:50,Thomas Circle,W01417,Member
537704,6/30/2015 16:37,M St & Pennsylvania Ave NW,6/30/2015 16:46,22nd & I St NW / Foggy Bottom,W00147,Member
366913,6/30/2015 16:37,11th & M St NW,6/30/2015 16:43,Thomas Circle,W20508,Member
360445,6/30/2015 16:37,11th & M St NW,6/30/2015 16:43,Thomas Circle,W21144,Member
359236,6/30/2015 16:37,3rd & H St NE,6/30/2015 16:43,8th & F St NE,W22153,Member
163142,6/30/2015 16:37,14th & Belmont St NW,6/30/2015 16:39,12th & U St NW,W21344,Member
4449555,6/30/2015 16:36,8th & D St NW,6/30/2015 17:50,Smithsonian / Jefferson Dr & 12th St SW,W20757,Casual
1135333,6/30/2015 16:36,L'Enfant Plaza / 7th & C St SW,6/30/2015 16:55,14th & Belmont St NW,W00175,Member
1024541,6/30/2015 16:36,Ward Circle / American University,6/30/2015 16:53,New Hampshire Ave & T St NW,W20162,Member
942482,6/30/2015 16:36,10th St & Constitution Ave NW,6/30/2015 16:52,14th & D St NW / Ronald Reagan Building,W00398,Casual
932872,6/30/2015 16:36,Clarendon Metro / Wilson Blvd & N Highland St,6/30/2015 16:52,Columbia Pike & S Courthouse Rd,W20860,Member
744016,6/30/2015 16:36,Thomas Circle,6/30/2015 16:48,Adams Mill & Columbia Rd NW,W21943,Member
625920,6/30/2015 16:36,Lincoln Memorial,6/30/2015 16:46,Jefferson Memorial,W21741,Casual
481370,6/30/2015 16:36,Braddock Rd Metro,6/30/2015 16:44,Monroe Ave & Leslie Ave,W01347,Member
309226,6/30/2015 16:36,Ballenger Ave & Dulaney St,6/30/2015 16:42,King St Metro,W00412,Member
304027,6/30/2015 16:36,New Hampshire Ave & T St NW,6/30/2015 16:41,Massachusetts Ave & Dupont Circle NW,W21896,Member
227480,6/30/2015 16:36,1st & M St NE,6/30/2015 16:40,Eckington Pl & Q St NE,W21541,Member
154377,6/30/2015 16:36,8th & H St NW,6/30/2015 16:38,MLK Library/9th & G St NW,W21711,Member
2594815,6/30/2015 16:35,10th St & Constitution Ave NW,6/30/2015 17:18,18th & Eads St.,W22032,Casual
2558707,6/30/2015 16:35,10th St & Constitution Ave NW,6/30/2015 17:18,18th & Eads St.,W22217,Casual
1022178,6/30/2015 16:35,14th & Rhode Island Ave NW,6/30/2015 16:52,Hamlin & 7th St NE,W20185,Member
773498,6/30/2015 16:35,14th & D St NW / Ronald Reagan Building,6/30/2015 16:48,Smithsonian / Jefferson Dr & 12th St SW,W01189,Casual
748077,6/30/2015 16:35,14th & D St NW / Ronald Reagan Building,6/30/2015 16:48,Smithsonian / Jefferson Dr & 12th St SW,W21780,Casual
678370,6/30/2015 16:35,North Capitol St & F St NW,6/30/2015 16:46,14th & D St SE,W20182,Member
667884,6/30/2015 16:35,Wilson Blvd & N Edgewood St,6/30/2015 16:46,Wilson Blvd & N Oakland St,W21559,Member
660235,6/30/2015 16:35,Lincoln Memorial,6/30/2015 16:46,Jefferson Memorial,W00366,Casual
516966,6/30/2015 16:35,MLK Library/9th & G St NW,6/30/2015 16:44,L'Enfant Plaza / 7th & C St SW,W21606,Member
479409,6/30/2015 16:35,Braddock Rd Metro,6/30/2015 16:43,Mount Vernon Ave & E Nelson Ave,W21359,Member
4754928,6/30/2015 16:34,Lamont & Mt Pleasant NW,6/30/2015 17:53,Lamont & Mt Pleasant NW,W20161,Casual
3414853,6/30/2015 16:34,Jefferson Dr & 14th St SW,6/30/2015 17:31,Jefferson Dr & 14th St SW,w00765,Casual
2221654,6/30/2015 16:34,Independence Ave & L'Enfant Plaza SW/DOE,6/30/2015 17:11,5th & K St NW,W22210,Member
1618756,6/30/2015 16:34,Lynn & 19th St North,6/30/2015 17:01,37th & O St NW / Georgetown University,W00036,Member
985480,6/30/2015 16:34,Washington & Independence Ave SW/HHS,6/30/2015 16:51,11th & K St NW,W00109,Member
886090,6/30/2015 16:34,Florida Ave & R St NW,6/30/2015 16:48,John McCormack Dr & Michigan Ave NE,W01349,Member
801700,6/30/2015 16:34,14th & D St NW / Ronald Reagan Building,6/30/2015 16:47,Smithsonian / Jefferson Dr & 12th St SW,W20576,Casual
783582,6/30/2015 16:34,10th St & Constitution Ave NW,6/30/2015 16:47,4th & M St SW,W21873,Member
755135,6/30/2015 16:34,14th St & Colorado Ave NW,6/30/2015 16:46,Park Rd & Holmead Pl NW,W20775,Member
737995,6/30/2015 16:34,C & O Canal & Wisconsin Ave NW,6/30/2015 16:46,18th St & Pennsylvania Ave NW,W22176,Member
534483,6/30/2015 16:34,15th & Euclid St  NW,6/30/2015 16:43,14th St & Spring Rd NW,W21041,Member
398733,6/30/2015 16:34,New York Ave & 15th St NW,6/30/2015 16:41,12th & L St NW,W21992,Member
381078,6/30/2015 16:34,Ballenger Ave & Dulaney St,6/30/2015 16:40,Commerce St & Fayette St,W21200,Member
215427,6/30/2015 16:34,Adams Mill & Columbia Rd NW,6/30/2015 16:37,15th & Euclid St  NW,W00754,Member
102723,6/30/2015 16:34,20th & Bell St,6/30/2015 16:35,23rd & Crystal Dr,W20272,Member
4782925,6/30/2015 16:33,Lamont & Mt Pleasant NW,6/30/2015 17:53,Lamont & Mt Pleasant NW,W21899,Casual
3490789,6/30/2015 16:33,Jefferson Dr & 14th St SW,6/30/2015 17:31,Jefferson Dr & 14th St SW,W20095,Casual
3260352,6/30/2015 16:33,Crystal City Metro / 18th & Bell St,6/30/2015 17:27,Calvert St & Woodley Pl NW,W21613,Member
2312018,6/30/2015 16:33,21st St & Constitution Ave NW,6/30/2015 17:12,Lamont & Mt Pleasant NW,W01497,Member
1612661,6/30/2015 16:33,Lynn & 19th St North,6/30/2015 17:00,37th & O St NW / Georgetown University,W22204,Member
1435623,6/30/2015 16:33,14th St & Colorado Ave NW,6/30/2015 16:57,1st & Rhode Island Ave NW,W00569,Casual
1205241,6/30/2015 16:33,37th & O St NW / Georgetown University,6/30/2015 16:53,Thomas Circle,W21250,Member
1130967,6/30/2015 16:33,14th St & New York Ave NW,6/30/2015 16:52,Constitution Ave & 2nd St NW/DOL,W21933,Casual
1112723,6/30/2015 16:33,17th & K St NW / Farragut Square,6/30/2015 16:52,4th & E St SW,W20833,Member
1112184,6/30/2015 16:33,14th St & New York Ave NW,6/30/2015 16:52,Constitution Ave & 2nd St NW/DOL,W20666,Casual
852402,6/30/2015 16:33,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,6/30/2015 16:47,Lincoln Memorial,W21654,Casual
834458,6/30/2015 16:33,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,6/30/2015 16:47,Lincoln Memorial,W01096,Casual
832876,6/30/2015 16:33,Lincoln Memorial,6/30/2015 16:47,Iwo Jima Memorial/N Meade & 14th St N,W01054,Member
766007,6/30/2015 16:33,3rd & G St SE,6/30/2015 16:46,Columbus Circle / Union Station,W20329,Member
744084,6/30/2015 16:33,20th & E St NW,6/30/2015 16:46,7th & F St NW / National Portrait Gallery,W01341,Member
640756,6/30/2015 16:33,3rd & G St SE,6/30/2015 16:44,Columbus Circle / Union Station,W22075,Member
607550,6/30/2015 16:33,17th & K St NW / Farragut Square,6/30/2015 16:44,California St & Florida Ave NW,W20796,Member
472058,6/30/2015 16:33,6th St & Indiana Ave NW,6/30/2015 16:41,North Capitol St & F St NW,W01140,Member
400409,6/30/2015 16:33,17th & G St NW,6/30/2015 16:40,17th & K St NW / Farragut Square,W22008,Member
341589,6/30/2015 16:33,20th & O St NW / Dupont South,6/30/2015 16:39,17th & K St NW,W21266,Member
108444,6/30/2015 16:33,8th & East Capitol St NE,6/30/2015 16:35,Eastern Market / 7th & North Carolina Ave SE,W20668,Member
9686649,6/30/2015 16:32,Lincoln Memorial,6/30/2015 19:13,Lincoln Memorial,W21508,Casual
9684409,6/30/2015 16:32,Lincoln Memorial,6/30/2015 19:13,Lincoln Memorial,W00454,Casual
1845634,6/30/2015 16:32,Lynn & 19th St North,6/30/2015 17:03,13th & H St NE,W20748,Member
1726749,6/30/2015 16:32,Lamont & Mt Pleasant NW,6/30/2015 17:01,California St & Florida Ave NW,W01234,Casual
1364203,6/30/2015 16:32,Lincoln Memorial,6/30/2015 16:54,17th & K St NW,W21532,Casual
1351306,6/30/2015 16:32,Lincoln Memorial,6/30/2015 16:54,17th & K St NW,W22102,Casual
876059,6/30/2015 16:32,21st & M St NW,6/30/2015 16:47,10th & U St NW,W00954,Member
851087,6/30/2015 16:32,Lynn & 19th St North,6/30/2015 16:47,Wilson Blvd & N Uhle St,W20237,Casual
771490,6/30/2015 16:32,3rd & Tingey St SE,6/30/2015 16:45,Columbus Circle / Union Station,W20322,Member
765011,6/30/2015 16:32,Potomac Ave & 35th St S,6/30/2015 16:45,Pentagon City Metro / 12th & S Hayes St,W01058,Member
668867,6/30/2015 16:32,New Hampshire Ave & T St NW,6/30/2015 16:43,17th & K St NW,W21429,Member
455173,6/30/2015 16:32,1st & H St NW,6/30/2015 16:40,Columbus Circle / Union Station,W00261,Member
314319,6/30/2015 16:32,M St & Pennsylvania Ave NW,6/30/2015 16:38,21st & M St NW,W21001,Casual
222057,6/30/2015 16:32,Wilson Blvd & N Uhle St,6/30/2015 16:35,N Veitch  & 20th St N,W20898,Member
1868405,6/30/2015 16:31,Maryland & Independence Ave SW,6/30/2015 17:02,10th St & Constitution Ave NW,W00371,Casual
823666,6/30/2015 16:31,15th & East Capitol St NE,6/30/2015 16:45,5th & F St NW,W21565,Member
823495,6/30/2015 16:31,Rhode Island Ave & V St NE,6/30/2015 16:44,14th & Harvard St NW,W00668,Member
692092,6/30/2015 16:31,13th St & New York Ave NW,6/30/2015 16:42,8th & H St NW,W20176,Member
523698,6/30/2015 16:31,Constitution Ave & 2nd St NW/DOL,6/30/2015 16:40,3rd St & Pennsylvania Ave SE,W21862,Member
504539,6/30/2015 16:31,Takoma Metro,6/30/2015 16:39,13th St & Eastern Ave,W20708,Member
327972,6/30/2015 16:31,Takoma Metro,6/30/2015 16:36,Maple & Ritchie Ave,W21324,Member
2027645,6/30/2015 16:30,Lincoln Memorial,6/30/2015 17:04,Jefferson Dr & 14th St SW,W21069,Casual
1863930,6/30/2015 16:30,Maryland & Independence Ave SW,6/30/2015 17:02,10th St & Constitution Ave NW,W00281,Casual
1304708,6/30/2015 16:30,14th St & New York Ave NW,6/30/2015 16:52,Constitution Ave & 2nd St NW/DOL,W21691,Casual
1304215,6/30/2015 16:30,14th St & New York Ave NW,6/30/2015 16:52,Constitution Ave & 2nd St NW/DOL,W22056,Casual
1283406,6/30/2015 16:30,17th & Rhode Island Ave NW,6/30/2015 16:52,4th & E St SW,W01275,Member
1032019,6/30/2015 16:30,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,6/30/2015 16:47,Lincoln Memorial,W01200,Casual
1022566,6/30/2015 16:30,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,6/30/2015 16:47,Lincoln Memorial,W00481,Casual
836531,6/30/2015 16:30,20th & E St NW,6/30/2015 16:44,4th & E St SW,W00319,Member
742565,6/30/2015 16:30,20th & O St NW / Dupont South,6/30/2015 16:43,12th & L St NW,W20892,Member
590606,6/30/2015 16:30,Washington & Independence Ave SW/HHS,6/30/2015 16:40,Columbus Circle / Union Station,W21647,Member
530050,6/30/2015 16:30,Lamont & Mt Pleasant NW,6/30/2015 16:39,14th & V St NW,W00024,Member
299205,6/30/2015 16:30,21st St & Pennsylvania Ave NW,6/30/2015 16:35,17th & K St NW,W01319,Member
199332,6/30/2015 16:30,8th & H St NW,6/30/2015 16:33,11th & F St NW,W20409,Member
183613,6/30/2015 16:30,Jefferson Memorial,6/30/2015 16:33,Jefferson Memorial,W20053,Casual
5194381,6/30/2015 16:29,C & O Canal & Wisconsin Ave NW,6/30/2015 17:56,10th & E St NW,W22040,Casual
5166020,6/30/2015 16:29,C & O Canal & Wisconsin Ave NW,6/30/2015 17:55,10th & E St NW,W22214,Casual
2051203,6/30/2015 16:29,Lincoln Memorial,6/30/2015 17:03,Jefferson Dr & 14th St SW,W21948,Casual
1126576,6/30/2015 16:29,Independence Ave & L'Enfant Plaza SW/DOE,6/30/2015 16:48,25th St & Pennsylvania Ave NW,W00224,Member
926029,6/30/2015 16:29,15th & L St NW,6/30/2015 16:45,Florida Ave & R St NW,W21743,Member
727296,6/30/2015 16:29,M St & Pennsylvania Ave NW,6/30/2015 16:41,Metro Center / 12th & G St NW,W21777,Member
601816,6/30/2015 16:29,Lamont & Mt Pleasant NW,6/30/2015 16:39,Massachusetts Ave & Dupont Circle NW,W21860,Member
317904,6/30/2015 16:29,Eastern Market Metro / Pennsylvania Ave & 7th St SE,6/30/2015 16:34,Lincoln Park / 13th & East Capitol St NE ,W21259,Member
270529,6/30/2015 16:29,15th & P St NW,6/30/2015 16:34,Massachusetts Ave & Dupont Circle NW,W20980,Member
260164,6/30/2015 16:29,14th & V St NW,6/30/2015 16:33,14th & R St NW,W20819,Member
2880283,6/30/2015 16:28,15th & K St NW,6/30/2015 17:16,Monroe Ave & Leslie Ave,W21930,Member
1263014,6/30/2015 16:28,22nd & I St NW / Foggy Bottom,6/30/2015 16:49,Columbus Circle / Union Station,W21369,Member
963176,6/30/2015 16:28,Convention Center / 7th & M St NW,6/30/2015 16:44,Gallaudet / 8th St & Florida Ave NE,W00229,Member
957431,6/30/2015 16:28,17th & G St NW,6/30/2015 16:44,10th & Florida Ave NW,W21181,Member
842462,6/30/2015 16:28,11th & Kenyon St NW,6/30/2015 16:42,14th St & Colorado Ave NW,W21112,Member
801269,6/30/2015 16:28,Independence Ave & L'Enfant Plaza SW/DOE,6/30/2015 16:42,Columbus Circle / Union Station,w01100,Member
731418,6/30/2015 16:28,15th & P St NW,6/30/2015 16:40,15th & P St NW,W20208,Member
620942,6/30/2015 16:28,14th & D St NW / Ronald Reagan Building,6/30/2015 16:38,L'Enfant Plaza / 7th & C St SW,W21423,Member
561957,6/30/2015 16:28,Convention Center / 7th & M St NW,6/30/2015 16:38,17th & Corcoran St NW,W21040,Member
553219,6/30/2015 16:28,Rhode Island Ave Metro,6/30/2015 16:37,18th St & Rhode Island Ave NE,W20721,Member
375020,6/30/2015 16:28,Eastern Market Metro / Pennsylvania Ave & 7th St SE,6/30/2015 16:34,Lincoln Park / 13th & East Capitol St NE ,W22205,Member
